user_id,register_date,country,device_type,acquisition_channel,plan_type,company_size
U000445,2025-09-27,Australia,Desktop,Social Media,Enterprise,11-50
U000446,2025-12-05,UK,Desktop,Google Ads,Free,51-200
U000447,2025-12-25,UK,Mobile,Email,Free,11-50
U000448,2025-08-26,US,Tablet,Social Media,Basic,1-10
U000449,2025-01-01,China,Desktop,Organic,Enterprise,201-1000
U000450,2024-04-16,France,Desktop,Email,Basic,1-10
U000451,2025-09-08,US,Tablet,Organic,Free,1-10
U000452,2025-05-04,US,Desktop,Google Ads,Free,1-10
U000453,2025-02-04,France,Mobile,Organic,Free,1-10
U000454,2025-11-15,Japan,Tablet,Social Media,Pro,11-50
U000455,2024-05-17,US,Tablet,Email,Basic,51-200
U000456,2025-03-23,Japan,Desktop,Organic,Basic,1-10
U000457,2024-01-17,UK,Desktop,Social Media,Free,1-10
U000458,2025-03-07,UK,Desktop,Social Media,Enterprise,51-200
U000459,2024-03-15,Brazil,Mobile,Email,Free,1-10
U000460,2024-05-25,France,Tablet,Email,Enterprise,51-200
U000461,2024-05-23,Germany,Mobile,Organic,Basic,11-50
U000462,2025-06-28,Australia,Mobile,Organic,Pro,51-200
U000463,2025-08-22,Germany,Mobile,Google Ads,Basic,1-10
U000464,2025-05-19,Brazil,Mobile,Social Media,Free,1-10
U000465,2025-12-13,India,Mobile,Google Ads,Pro,51-200
U000466,2024-12-31,Canada,Mobile,Organic,Free,1-10
U000467,2024-10-24,Canada,Desktop,Organic,Pro,51-200
U000468,2025-10-27,US,Desktop,Google Ads,Enterprise,201-1000
U000469,2024-09-02,Australia,Mobile,Organic,Free,11-50
U000470,2025-12-13,France,Desktop,Email,Free,201-1000
U000471,2024-01-18,France,Desktop,Organic,Basic,11-50
U000472,2025-12-17,US,Mobile,Organic,Basic,51-200
U000473,2024-02-28,France,Mobile,Email,Basic,51-200
U000474,2025-11-07,Canada,Tablet,Social Media,Basic,201-1000
U000475,2025-04-14,US,Desktop,Google Ads,Pro,11-50
U000476,2025-12-28,Australia,Mobile,Organic,Free,11-50
U000477,2024-04-05,US,Desktop,Google Ads,Free,51-200
U000478,2025-05-01,US,Tablet,Google Ads,Free,1-10
U000479,2025-12-16,India,Desktop,Social Media,Pro,11-50
U000480,2025-04-11,India,Mobile,Google Ads,Free,201-1000
U000481,2025-06-16,Japan,Mobile,Google Ads,Basic,11-50
U000482,2025-07-25,US,Desktop,Social Media,Basic,11-50
U000483,2025-02-25,Australia,Tablet,Google Ads,Basic,51-200
U000484,2025-06-15,US,Mobile,Google Ads,Free,1-10
U000485,2025-05-20,US,Desktop,Organic,Pro,11-50
U000486,2025-11-12,US,Desktop,Social Media,Pro,51-200
U000487,2024-03-02,India,Desktop,Social Media,Enterprise,201-1000
U000488,2024-10-20,Australia,Desktop,Social Media,Pro,201-1000
U000489,2025-12-07,China,Mobile,Google Ads,Basic,11-50
U000490,2025-11-07,France,Tablet,Social Media,Enterprise,1000+
U000491,2025-02-26,US,Desktop,Email,Basic,11-50
U000492,2025-06-10,India,Desktop,Organic,Free,1-10
U000493,2024-10-17,Germany,Desktop,Social Media,Enterprise,51-200
U000494,2024-08-01,India,Desktop,Google Ads,Pro,51-200
U000495,2025-03-03,US,Desktop,Social Media,Basic,51-200
U000496,2024-12-15,China,Desktop,Social Media,Pro,11-50
U000497,2025-05-19,India,Desktop,Organic,Enterprise,1000+
U000498,2024-04-10,Brazil,Mobile,Social Media,Enterprise,51-200
U000499,2025-12-19,India,Mobile,Organic,Enterprise,11-50
U000500,2025-12-25,US,Desktop,Email,Free,1-10
U000501,2025-07-26,Japan,Mobile,Social Media,Free,11-50
U000502,2025-04-20,US,Mobile,Email,Free,1-10
U000503,2024-11-12,Canada,Mobile,Google Ads,Free,11-50
U000504,2025-09-28,Japan,Desktop,Social Media,Enterprise,201-1000
U000505,2025-07-18,US,Mobile,Social Media,Free,1-10
U000506,2024-07-08,Australia,Mobile,Google Ads,Free,1-10
U000507,2025-11-17,India,Desktop,Email,Basic,11-50
U000508,2025-10-02,US,Desktop,Organic,Pro,1000+
U000509,2025-12-07,Japan,Tablet,Social Media,Free,1-10
U000510,2025-08-11,US,Mobile,Social Media,Free,1-10
U000511,2025-06-06,France,Tablet,Organic,Free,1-10
U000512,2025-01-31,France,Mobile,Google Ads,Free,11-50
U000513,2025-11-28,Australia,Mobile,Email,Pro,51-200
U000514,2025-10-25,India,Desktop,Social Media,Pro,1000+
U000515,2024-03-02,Germany,Desktop,Google Ads,Basic,51-200
U000516,2024-02-06,Brazil,Tablet,Google Ads,Pro,11-50
U000517,2025-01-01,US,Desktop,Social Media,Free,1-10
U000518,2025-09-26,India,Desktop,Organic,Pro,201-1000
U000519,2025-12-25,India,Mobile,Google Ads,Free,51-200
U000520,2024-06-26,US,Mobile,Email,Free,1-10
U000521,2025-05-26,Germany,Desktop,Google Ads,Basic,11-50
U000522,2025-01-04,Canada,Desktop,Organic,Free,51-200
U000523,2025-12-17,Canada,Desktop,Organic,Free,1-10
U000524,2025-10-13,US,Desktop,Organic,Basic,11-50
U000525,2025-10-11,US,Mobile,Google Ads,Basic,201-1000
U000526,2025-03-07,US,Desktop,Google Ads,Free,11-50
U000527,2025-01-29,Canada,Mobile,Organic,Basic,1-10
U000528,2024-10-14,US,Mobile,Google Ads,Basic,11-50
U000529,2024-03-15,China,Mobile,Google Ads,Basic,11-50
U000530,2025-10-24,US,Desktop,Google Ads,Pro,1000+
U000531,2025-09-27,Japan,Desktop,Email,Free,1000+
U000532,2025-12-31,UK,Desktop,Organic,Basic,51-200
U000533,2025-12-30,Brazil,Desktop,Email,Enterprise,201-1000
U000534,2025-05-02,US,Mobile,Organic,Basic,1-10
U000535,2025-09-04,Japan,Desktop,Social Media,Pro,51-200
U000536,2025-12-04,US,Mobile,Email,Free,1-10
U000537,2025-10-17,China,Desktop,Email,Free,11-50
U000538,2024-09-22,Canada,Desktop,Social Media,Pro,51-200
U000539,2025-02-22,US,Tablet,Google Ads,Pro,51-200
U000540,2024-06-04,Canada,Mobile,Google Ads,Free,51-200
U000541,2025-12-09,India,Desktop,Google Ads,Pro,1-10
U000542,2025-06-02,US,Desktop,Organic,Free,11-50
U000543,2024-09-06,Germany,Desktop,Google Ads,Basic,11-50
U000544,2025-07-11,US,Mobile,Social Media,Pro,201-1000
U000545,2025-06-09,China,Desktop,Social Media,Pro,51-200
U000546,2024-12-19,Brazil,Mobile,Social Media,Pro,1-10
U000547,2024-05-19,US,Mobile,Social Media,Pro,11-50
U000548,2025-07-11,India,Tablet,Email,Free,1-10
U000549,2025-04-10,France,Desktop,Social Media,Pro,11-50
U000550,2025-09-05,Australia,Desktop,Email,Free,11-50
U000551,2025-04-09,India,Mobile,Organic,Free,1-10
U000552,2025-10-18,Australia,Desktop,Google Ads,Free,1-10
U000553,2025-04-30,India,Desktop,Google Ads,Pro,11-50
U000554,2025-05-05,UK,Desktop,Google Ads,Basic,11-50
U000555,2025-10-31,France,Desktop,Google Ads,Pro,201-1000
U000556,2025-01-21,India,Desktop,Google Ads,Pro,11-50
U000557,2024-06-09,Germany,Desktop,Email,Free,11-50
U000558,2024-02-09,India,Tablet,Google Ads,Basic,51-200
U000559,2025-08-27,France,Mobile,Organic,Free,1-10
U000560,2025-06-11,France,Desktop,Google Ads,Basic,51-200
U000561,2025-07-29,Germany,Desktop,Social Media,Pro,11-50
U000562,2024-08-23,UK,Mobile,Organic,Basic,1-10
U000563,2024-06-12,India,Mobile,Email,Basic,11-50
U000564,2024-01-21,India,Desktop,Social Media,Pro,11-50
U000565,2024-12-13,US,Mobile,Google Ads,Free,11-50
U000566,2025-05-23,France,Mobile,Organic,Basic,1-10
U000567,2025-01-13,India,Desktop,Organic,Free,1-10
U000568,2025-02-13,UK,Tablet,Social Media,Free,1-10
U000569,2025-11-14,US,Mobile,Organic,Free,1-10
U000570,2024-12-11,US,Mobile,Google Ads,Free,11-50
U000571,2025-04-05,Australia,Desktop,Organic,Free,1-10
U000572,2025-09-11,UK,Mobile,Social Media,Enterprise,1000+
U000573,2025-01-16,US,Mobile,Organic,Basic,201-1000
U000574,2025-06-12,Germany,Desktop,Organic,Pro,51-200
U000575,2025-10-23,UK,Mobile,Google Ads,Free,11-50
U000576,2025-12-07,US,Desktop,Organic,Free,1-10
U000577,2024-06-22,UK,Desktop,Google Ads,Free,1-10
U000578,2025-11-25,India,Desktop,Email,Basic,11-50
U000579,2025-03-22,India,Mobile,Google Ads,Free,1-10
U000580,2024-10-01,UK,Tablet,Google Ads,Free,201-1000
U000581,2025-02-28,Germany,Desktop,Organic,Basic,1-10
U000582,2025-12-22,Australia,Mobile,Organic,Basic,11-50
U000583,2025-03-23,UK,Desktop,Email,Free,1-10
U000584,2024-11-27,US,Tablet,Google Ads,Basic,11-50
U000585,2025-06-18,US,Mobile,Google Ads,Free,1-10
U000586,2024-09-16,Germany,Mobile,Google Ads,Basic,51-200
U000587,2024-04-07,Brazil,Mobile,Social Media,Free,1-10
U000588,2024-06-04,US,Desktop,Organic,Basic,51-200
U000589,2024-06-03,China,Desktop,Google Ads,Free,11-50
U000590,2024-06-27,US,Tablet,Google Ads,Enterprise,201-1000
U000591,2024-06-14,Germany,Desktop,Social Media,Basic,1-10
U000592,2025-06-23,Brazil,Mobile,Email,Enterprise,51-200
U000593,2024-07-26,UK,Tablet,Social Media,Basic,51-200
U000594,2024-12-09,India,Desktop,Organic,Free,1-10
U000595,2025-11-10,US,Mobile,Email,Free,1-10
U000596,2025-03-10,Brazil,Tablet,Google Ads,Free,1-10
U000597,2025-07-08,US,Mobile,Social Media,Pro,11-50
U000598,2024-07-17,Canada,Desktop,Organic,Pro,11-50
U000599,2024-08-04,US,Desktop,Organic,Pro,51-200
U000600,2024-02-25,Canada,Desktop,Google Ads,Basic,11-50
U000601,2024-07-14,UK,Mobile,Social Media,Basic,1-10
U000602,2024-10-18,China,Mobile,Google Ads,Enterprise,201-1000
U000603,2024-07-21,UK,Mobile,Email,Free,1-10
U000604,2024-04-22,Canada,Desktop,Google Ads,Pro,201-1000
U000605,2024-05-26,US,Desktop,Social Media,Basic,1-10
U000606,2025-03-01,US,Mobile,Google Ads,Pro,51-200
U000607,2024-08-17,India,Mobile,Social Media,Pro,51-200
U000608,2024-12-23,US,Tablet,Organic,Enterprise,201-1000
U000609,2025-03-30,US,Mobile,Organic,Basic,1-10
U000610,2025-07-22,Australia,Mobile,Social Media,Free,1-10
U000611,2024-02-23,Australia,Mobile,Email,Free,11-50
U000612,2025-09-20,UK,Mobile,Organic,Basic,11-50
U000613,2025-06-15,Canada,Desktop,Organic,Pro,51-200
U000614,2024-04-14,India,Tablet,Email,Free,51-200
U000615,2025-10-29,US,Mobile,Organic,Free,1-10
U000616,2025-11-22,China,Desktop,Google Ads,Free,1-10
U000617,2024-03-21,Japan,Desktop,Social Media,Enterprise,51-200
U000618,2024-10-16,Australia,Desktop,Organic,Free,51-200
U000619,2025-09-24,US,Desktop,Email,Basic,11-50
U000620,2025-08-23,China,Desktop,Organic,Free,11-50
U000621,2024-07-28,US,Desktop,Google Ads,Free,1-10
U000622,2024-08-20,US,Desktop,Organic,Enterprise,1000+
U000623,2024-12-28,US,Desktop,Organic,Free,11-50
U000624,2025-03-17,Australia,Mobile,Organic,Free,1-10
U000625,2025-06-09,France,Desktop,Organic,Free,1-10
U000626,2024-12-27,Brazil,Mobile,Organic,Free,1-10
U000627,2025-03-03,India,Desktop,Google Ads,Basic,1-10
U000628,2025-08-23,UK,Desktop,Social Media,Free,11-50
U000629,2024-02-20,US,Desktop,Social Media,Pro,11-50
U000630,2024-09-26,US,Mobile,Social Media,Free,1-10
U000631,2025-08-04,UK,Mobile,Email,Basic,11-50
U000632,2025-11-09,Brazil,Desktop,Email,Pro,11-50
U000633,2025-04-04,India,Mobile,Google Ads,Pro,51-200
U000634,2025-04-17,US,Desktop,Email,Enterprise,1000+
U000635,2024-05-12,US,Tablet,Social Media,Free,1-10
U000636,2025-02-20,US,Tablet,Social Media,Free,1-10
U000637,2025-04-17,Germany,Mobile,Google Ads,Basic,11-50
U000638,2024-09-18,Australia,Mobile,Google Ads,Free,1-10
U000639,2024-10-10,Japan,Mobile,Social Media,Free,1-10
U000640,2025-01-02,France,Mobile,Social Media,Free,1-10
U000641,2024-01-29,Germany,Mobile,Email,Free,1-10
U000642,2024-11-21,UK,Tablet,Google Ads,Basic,11-50
U000643,2024-08-22,US,Mobile,Social Media,Free,1-10
U000644,2024-11-26,Canada,Mobile,Google Ads,Free,1-10
U000645,2024-05-26,Brazil,Mobile,Organic,Basic,51-200
U000646,2025-11-07,US,Mobile,Organic,Free,1-10
U000647,2025-05-25,India,Mobile,Social Media,Enterprise,1000+
U000648,2025-07-15,India,Desktop,Social Media,Free,1-10
U000649,2025-09-14,Japan,Desktop,Organic,Pro,1-10
U000650,2025-03-26,Australia,Desktop,Google Ads,Free,201-1000
U000651,2024-04-20,India,Desktop,Social Media,Free,1-10
U000652,2025-04-20,India,Desktop,Google Ads,Basic,11-50
U000653,2025-05-21,US,Tablet,Organic,Basic,1-10
U000654,2025-08-22,US,Mobile,Organic,Pro,201-1000
U000655,2025-02-09,US,Mobile,Email,Free,1-10
U000656,2024-06-03,US,Desktop,Google Ads,Free,1-10
U000657,2024-10-22,Brazil,Mobile,Email,Free,1-10
U000658,2024-12-22,China,Mobile,Email,Free,11-50
U000659,2025-06-26,US,Mobile,Social Media,Free,1-10
U000660,2025-05-11,France,Desktop,Organic,Basic,1-10
U000661,2024-12-17,US,Desktop,Email,Enterprise,201-1000
U000662,2025-12-25,UK,Mobile,Email,Free,11-50
U000663,2025-06-02,US,Mobile,Google Ads,Basic,1-10
U000664,2024-09-13,UK,Tablet,Google Ads,Basic,1-10
U000665,2024-05-06,US,Mobile,Google Ads,Basic,51-200
U000666,2024-06-28,India,Tablet,Social Media,Free,1-10
U000667,2024-09-21,Germany,Mobile,Google Ads,Basic,11-50
U000668,2024-07-06,Australia,Tablet,Google Ads,Pro,1000+
U000669,2024-07-30,US,Mobile,Google Ads,Free,11-50
U000670,2024-10-23,US,Desktop,Organic,Free,1-10
U000671,2024-07-18,US,Desktop,Social Media,Enterprise,201-1000
U000672,2025-11-10,Japan,Desktop,Organic,Pro,11-50
U000673,2024-04-12,US,Desktop,Organic,Free,51-200
U000674,2025-04-12,France,Desktop,Email,Free,201-1000
U000675,2025-01-26,India,Desktop,Organic,Basic,1-10
U000676,2025-12-23,India,Mobile,Organic,Free,11-50
U000677,2024-05-17,India,Desktop,Social Media,Basic,51-200
U000678,2025-01-17,US,Desktop,Google Ads,Free,1-10
U000679,2025-12-17,US,Mobile,Social Media,Basic,1-10
U000680,2025-10-25,UK,Mobile,Organic,Basic,1-10
U000681,2025-09-29,India,Tablet,Organic,Pro,51-200
U000682,2024-10-01,US,Mobile,Organic,Free,51-200
U000683,2024-07-15,US,Desktop,Social Media,Pro,1000+
U000684,2025-07-09,Australia,Desktop,Organic,Free,1-10
U000685,2025-11-27,US,Desktop,Email,Free,1-10
U000686,2025-05-03,France,Desktop,Social Media,Enterprise,201-1000
U000687,2025-05-12,Brazil,Desktop,Organic,Basic,51-200
U000688,2024-10-19,US,Tablet,Google Ads,Free,11-50
U000689,2025-09-04,US,Desktop,Social Media,Free,1-10
U000690,2024-07-31,US,Desktop,Google Ads,Basic,11-50
U000691,2024-11-23,China,Desktop,Organic,Pro,1-10
U000692,2025-02-05,Japan,Mobile,Google Ads,Enterprise,201-1000
U000693,2025-04-01,Brazil,Desktop,Google Ads,Pro,1000+
U000694,2024-09-18,Australia,Desktop,Email,Pro,1-10
U000695,2024-05-20,China,Desktop,Organic,Pro,51-200
U000696,2025-06-05,US,Desktop,Social Media,Enterprise,51-200
U000697,2024-10-26,US,Desktop,Social Media,Free,1-10
U000698,2025-05-18,France,Desktop,Email,Enterprise,201-1000
U000699,2024-06-30,US,Desktop,Email,Free,1-10
U000700,2025-03-15,US,Mobile,Organic,Pro,201-1000
U000701,2025-04-17,China,Mobile,Organic,Free,1-10
U000702,2024-03-10,Germany,Mobile,Social Media,Basic,11-50
U000703,2024-12-03,Canada,Desktop,Organic,Pro,1-10
U000704,2024-06-10,Japan,Desktop,Social Media,Enterprise,1000+
U000705,2024-03-24,US,Desktop,Organic,Pro,11-50
U000706,2025-12-27,Australia,Desktop,Google Ads,Free,11-50
U000707,2024-11-22,US,Desktop,Email,Free,1-10
U000708,2025-09-26,UK,Desktop,Email,Free,1-10
U000709,2024-09-28,Germany,Mobile,Social Media,Free,1-10
U000710,2025-07-16,US,Mobile,Google Ads,Free,201-1000
U000711,2025-08-30,India,Mobile,Email,Free,1-10
U000712,2025-05-27,US,Desktop,Organic,Basic,1-10
U000713,2025-03-09,Germany,Mobile,Google Ads,Pro,11-50
U000714,2025-01-27,UK,Desktop,Social Media,Enterprise,201-1000
U000715,2024-12-12,Brazil,Mobile,Organic,Free,1-10
U000716,2025-11-27,France,Desktop,Social Media,Free,1-10
U000717,2025-10-07,US,Desktop,Organic,Free,1-10
U000718,2025-12-14,UK,Mobile,Google Ads,Free,1-10
U000719,2024-05-30,UK,Mobile,Organic,Free,1-10
U000720,2025-08-13,US,Desktop,Social Media,Basic,11-50
U000721,2025-12-01,France,Desktop,Organic,Basic,11-50
U000722,2024-07-25,China,Desktop,Email,Free,1-10
U000723,2024-03-27,US,Tablet,Social Media,Basic,11-50
U000724,2025-08-19,UK,Mobile,Google Ads,Free,1-10
U000725,2025-05-14,US,Tablet,Google Ads,Basic,1-10
U000726,2025-10-13,Japan,Desktop,Social Media,Pro,51-200
U000727,2024-06-15,US,Mobile,Organic,Free,1-10
U000728,2025-09-18,Australia,Mobile,Google Ads,Free,11-50
U000729,2024-08-13,Brazil,Desktop,Organic,Free,1-10
U000730,2024-07-09,UK,Desktop,Organic,Free,1-10
U000731,2024-07-09,India,Mobile,Google Ads,Free,1-10
U000732,2025-09-28,Canada,Mobile,Organic,Free,1-10
U000733,2025-07-07,India,Mobile,Social Media,Free,1-10
U000734,2025-04-11,US,Mobile,Social Media,Free,1-10
U000735,2024-12-19,UK,Mobile,Social Media,Basic,51-200
U000736,2025-10-31,France,Mobile,Google Ads,Free,1-10
U000737,2025-01-13,Japan,Desktop,Google Ads,Basic,201-1000
U000738,2025-09-29,Japan,Desktop,Google Ads,Free,1-10
U000739,2025-02-15,Canada,Mobile,Google Ads,Free,11-50
U000740,2025-01-02,Canada,Tablet,Organic,Pro,51-200
U000741,2025-03-03,Canada,Desktop,Social Media,Pro,201-1000
U000742,2024-11-05,US,Desktop,Social Media,Free,1-10
U000743,2025-08-23,India,Desktop,Social Media,Pro,51-200
U000744,2025-03-29,Brazil,Desktop,Email,Free,1-10
U000745,2024-09-09,Brazil,Desktop,Google Ads,Basic,1000+
U000746,2025-11-11,Japan,Mobile,Organic,Free,201-1000
U000747,2025-01-07,US,Desktop,Organic,Enterprise,51-200
U000748,2025-04-24,France,Mobile,Organic,Free,11-50
U000749,2025-11-15,China,Mobile,Organic,Free,1-10
U000750,2025-06-13,US,Tablet,Organic,Free,1-10
U000751,2024-05-23,Germany,Desktop,Social Media,Pro,11-50
U000752,2025-12-02,US,Mobile,Email,Basic,1000+
U000753,2025-06-15,UK,Desktop,Google Ads,Pro,51-200
U000754,2024-12-01,US,Desktop,Organic,Pro,11-50
U000755,2024-06-15,Germany,Mobile,Social Media,Enterprise,51-200
U000756,2025-09-17,India,Mobile,Social Media,Basic,1-10
U000757,2025-06-10,Japan,Desktop,Google Ads,Pro,51-200
U000758,2025-04-18,China,Tablet,Google Ads,Enterprise,201-1000
U000759,2025-11-09,France,Mobile,Email,Free,1-10
U000760,2025-09-14,US,Mobile,Social Media,Basic,1-10
U000761,2024-06-27,US,Mobile,Google Ads,Basic,11-50
U000762,2024-11-13,Canada,Desktop,Organic,Enterprise,11-50
U000763,2024-09-23,US,Mobile,Google Ads,Basic,51-200
U000764,2025-08-21,Australia,Desktop,Organic,Enterprise,51-200
U000765,2024-02-16,France,Mobile,Social Media,Pro,201-1000
U000766,2025-05-11,India,Desktop,Google Ads,Basic,11-50
U000767,2025-08-31,Australia,Desktop,Organic,Free,1-10
U000768,2025-10-31,US,Mobile,Organic,Free,1-10
U000769,2024-12-07,UK,Desktop,Organic,Basic,11-50
U000770,2025-10-02,Japan,Desktop,Organic,Basic,51-200
U000771,2024-05-16,UK,Desktop,Organic,Basic,1-10
U000772,2025-10-15,Canada,Mobile,Organic,Free,1-10
U000773,2024-06-03,US,Desktop,Organic,Enterprise,201-1000
U000774,2025-01-16,India,Desktop,Organic,Basic,1-10
U000775,2025-09-19,India,Desktop,Email,Pro,51-200
U000776,2024-06-25,Japan,Desktop,Social Media,Enterprise,11-50
U000777,2024-09-06,US,Desktop,Organic,Basic,11-50
U000778,2025-08-09,UK,Mobile,Social Media,Free,1-10
U000779,2025-08-07,France,Desktop,Email,Basic,1-10
U000780,2025-06-23,US,Desktop,Google Ads,Pro,51-200
U000781,2025-07-24,France,Desktop,Organic,Free,1-10
U000782,2025-04-24,India,Desktop,Google Ads,Free,1-10
U000783,2024-09-26,Brazil,Desktop,Google Ads,Free,1-10
U000784,2024-12-09,China,Mobile,Google Ads,Free,1-10
U000785,2024-07-26,US,Desktop,Google Ads,Free,1-10
U000786,2025-11-16,India,Desktop,Email,Free,201-1000
U000787,2025-05-19,Canada,Mobile,Email,Free,11-50
U000788,2025-01-19,Germany,Desktop,Google Ads,Enterprise,51-200
U000789,2025-03-02,Australia,Mobile,Social Media,Basic,51-200
U000790,2025-12-06,Germany,Desktop,Google Ads,Enterprise,201-1000
U000791,2024-06-29,US,Desktop,Google Ads,Pro,51-200
U000792,2025-05-21,UK,Mobile,Organic,Basic,1-10
U000793,2025-03-31,Australia,Desktop,Email,Free,11-50
U000794,2025-06-05,UK,Mobile,Organic,Free,11-50
U000795,2024-01-26,Canada,Mobile,Social Media,Pro,51-200
U000796,2025-10-28,Canada,Mobile,Email,Basic,1-10
U000797,2025-11-28,UK,Mobile,Organic,Free,1-10
U000798,2025-05-08,US,Mobile,Social Media,Free,1-10
U000799,2025-07-25,China,Mobile,Organic,Basic,1-10
U000800,2025-11-23,UK,Mobile,Social Media,Free,1-10
U000801,2025-07-31,Brazil,Desktop,Organic,Free,11-50
U000802,2024-06-28,Germany,Desktop,Social Media,Pro,201-1000
U000803,2025-05-15,India,Desktop,Social Media,Basic,11-50
U000804,2025-06-02,Brazil,Desktop,Email,Basic,1-10
U000805,2025-02-04,UK,Mobile,Email,Basic,51-200
U000806,2025-08-17,Germany,Desktop,Organic,Basic,51-200
U000807,2025-11-29,UK,Desktop,Google Ads,Basic,11-50
U000808,2025-11-25,UK,Mobile,Organic,Free,1-10
U000809,2025-02-23,India,Desktop,Organic,Free,11-50
U000810,2024-05-19,France,Desktop,Organic,Pro,201-1000
U000811,2025-12-24,UK,Mobile,Email,Free,1-10
U000812,2025-10-11,India,Mobile,Email,Free,1-10
U000813,2024-05-31,China,Mobile,Organic,Free,1-10
U000814,2025-11-22,US,Desktop,Organic,Basic,11-50
U000815,2025-10-27,US,Desktop,Organic,Basic,51-200
U000816,2025-04-09,Australia,Mobile,Social Media,Basic,11-50
U000817,2025-05-24,China,Desktop,Google Ads,Basic,11-50
U000818,2025-01-17,India,Mobile,Organic,Free,1-10
U000819,2024-03-13,Japan,Mobile,Google Ads,Free,1-10
U000820,2024-12-01,US,Desktop,Social Media,Enterprise,201-1000
U000821,2025-09-22,Japan,Desktop,Email,Free,11-50
U000822,2024-01-07,India,Desktop,Google Ads,Basic,201-1000
U000823,2024-11-30,India,Mobile,Social Media,Basic,11-50
U000824,2025-01-17,UK,Desktop,Google Ads,Pro,1-10
U000825,2025-04-20,US,Desktop,Google Ads,Free,201-1000
U000826,2025-11-22,US,Mobile,Organic,Pro,51-200
U000827,2024-12-10,Australia,Desktop,Social Media,Pro,1000+
U000828,2024-12-10,Germany,Desktop,Email,Pro,11-50
U000829,2025-08-17,Germany,Mobile,Organic,Free,1-10
U000830,2025-02-24,US,Desktop,Organic,Pro,11-50
U000831,2024-09-02,US,Mobile,Social Media,Basic,51-200
U000832,2025-02-24,China,Mobile,Google Ads,Free,51-200
U000833,2024-06-16,India,Desktop,Google Ads,Free,1-10
U000834,2024-07-21,India,Tablet,Email,Free,1-10
U000835,2025-03-26,US,Desktop,Social Media,Free,1-10
U000836,2025-02-01,Brazil,Tablet,Organic,Pro,51-200
U000837,2025-11-19,US,Desktop,Google Ads,Free,1-10
U000838,2024-12-22,US,Desktop,Google Ads,Free,11-50
U000839,2025-05-17,Germany,Desktop,Organic,Pro,11-50
